stage,method,target_bitrate_kbps,actual_bitrate_kbps,sigma,video,seed,psnr,ssim,vmaf,msssim,epsnr,psnrb,gbim,mepr
pre_x264,noisy,,,10,foreman,,29.890006,0.785098,nan,nan,26.871228186227896,22.273656496148583,15.048199815499961,0.42158509728709953
pre_x264,hqdn3d,,,10,foreman,,29.990982,0.785066,nan,nan,26.91713953677867,22.43283155765533,14.49343083380874,0.43372619132017165
pre_x264,dwt,,,10,foreman,,32.885467,0.869796,nan,nan,28.258584117509155,25.673671838256343,11.066084170190273,0.6628807231112763
pre_x264,gaussian,,,10,foreman,,29.697357,0.893889,nan,nan,22.45052696291191,27.489143416996896,3.6018823478416504,0.870555129027468
pre_x264,prop,,,10,foreman,,34.106446,0.896459,nan,nan,29.58683277604312,31.190235332337107,7.879981527274406,0.7424630783145539
post_x264,base,100,97.964,10,foreman,,29.146553,0.817112,nan,nan,22.020446653812282,26.626713618529184,4.259799390289943,0.7633693840356097
post_x264,base,200,197.233,10,foreman,,31.771549,0.874005,nan,nan,25.23631328697828,29.67969293216748,5.008192385510698,0.9147539875623973
post_x264,base,300,297.454,10,foreman,,32.389446,0.88043,nan,nan,26.15938327233333,30.13879229227469,5.669958129187779,0.9558980697288509
post_x264,base,400,396.269,10,foreman,,32.543959,0.87634,nan,nan,26.655743734844865,30.04586138337891,6.360511451027439,0.8708541661367604
post_x264,base,500,496.163,10,foreman,,32.570307,0.870526,nan,nan,26.93984963063813,29.913406770212212,6.959308194766043,0.8093465048437399
post_x264,nr,100,97.727,10,foreman,,29.120939,0.816329,nan,nan,21.992670257483447,26.604328952381806,4.243854215605669,0.7701844586643526
post_x264,nr,200,197.146,10,foreman,,31.760474,0.873986,nan,nan,25.255295078040273,29.695439530382025,5.014941628004855,0.914690108494566
post_x264,nr,300,297.435,10,foreman,,32.408291,0.881206,nan,nan,26.18679919276649,30.154533896327063,5.6954502580483695,0.9592591240967185
post_x264,nr,400,396.252,10,foreman,,32.566535,0.87639,nan,nan,26.683854421691382,30.052529261066248,6.380416902622572,0.8727056793130726
post_x264,nr,500,496.282,10,foreman,,32.575097,0.870557,nan,nan,26.928396573532517,29.880614272261823,6.963760095417073,0.8108923444180681
post_x264,hqdn3d,100,97.631,10,foreman,,29.151659,0.816557,nan,nan,22.064266162850732,26.690818498855936,4.226781556218329,0.7630685926456313
post_x264,hqdn3d,200,197.066,10,foreman,,31.768126,0.873369,nan,nan,25.29929510944572,29.715256304338368,5.019515161302952,0.9169868680970279
post_x264,hqdn3d,300,297.558,10,foreman,,32.400871,0.88058,nan,nan,26.25300598620186,30.197728612182267,5.659645891361008,0.9604706666458236
post_x264,hqdn3d,400,396.914,10,foreman,,32.572204,0.876674,nan,nan,26.660710042703254,30.075868414428463,6.346497580665458,0.8804870488488064
post_x264,hqdn3d,500,496.613,10,foreman,,32.611327,0.871425,nan,nan,26.98652022888816,29.9615470277944,6.916952664449031,0.813932953690347
post_x264,dwt,100,97.476,10,foreman,,29.128933,0.819544,nan,nan,21.92460553049149,26.663342594204682,4.071853146987595,0.7182661908379097
post_x264,dwt,200,196.732,10,foreman,,31.945436,0.881549,nan,nan,25.233912079414814,29.861760022174145,4.646526861919304,0.8031935355762313
post_x264,dwt,300,298.781,10,foreman,,32.852078,0.896638,nan,nan,26.50734823468437,30.897769275168134,4.973052643684911,0.8269772211609906
post_x264,dwt,400,401.127,10,foreman,,33.309051,0.901845,nan,nan,27.170558910541097,31.338467218789216,5.251449152026914,0.8279648372973936
post_x264,dwt,500,502.837,10,foreman,,33.568445,0.903512,nan,nan,27.616969175828157,31.51142746700151,5.554079473094735,0.8258910120216861
post_x264,gaussian,100,97.304,10,foreman,,27.687067,0.806206,nan,nan,20.53588866524664,25.279435797582188,3.214244650967035,0.6400557255495255
post_x264,gaussian,200,192.72,10,foreman,,28.745551,0.847005,nan,nan,21.538337687337084,26.52946441033553,3.271602126609394,0.6802210151221832
post_x264,gaussian,300,291.194,10,foreman,,29.065204,0.859917,nan,nan,21.85765591042525,26.894830783992575,3.2971425722479504,0.7155766080391516
post_x264,gaussian,400,390.917,10,foreman,,29.233939,0.867175,nan,nan,22.01874604499615,27.063924872433297,3.3230088223038807,0.7400039847945552
post_x264,gaussian,500,492.242,10,foreman,,29.35038,0.871656,nan,nan,22.14774121613237,27.20371443743001,3.348086250797007,0.7625824921066762
post_x264,prop,100,98.392,10,foreman,,29.185335,0.824224,nan,nan,21.79956486160694,26.559235686006602,3.974720906112622,0.7310056636201423
post_x264,prop,200,198.359,10,foreman,,32.000867,0.884557,nan,nan,25.087942316522017,29.78627531345699,4.567048943197199,0.8300430590964842
post_x264,prop,300,299.993,10,foreman,,32.855945,0.89826,nan,nan,26.209075369858247,30.719699498235716,4.819847899328277,0.896025601419799
post_x264,prop,400,401.065,10,foreman,,33.278148,0.902659,nan,nan,26.821941311804885,31.08392379777115,5.095527506515879,0.9469291301501154
post_x264,prop,500,502.774,10,foreman,,33.543993,0.903899,nan,nan,27.29425663683668,31.331942906822988,5.343060610255377,0.9589931884111437
