stage,method,target_bitrate_kbps,actual_bitrate_kbps,sigma,video,seed,psnr,ssim,vmaf,msssim,epsnr,psnrb,gbim,mepr,strred
pre_x264,noisy,,,5,mobile,,35.870402,0.967611,nan,0.993862,33.084050555599575,28.558580635701478,21.921723252388222,0.8518785413901029,0.09963525372677992
pre_x264,hqdn3d,,,5,mobile,,36.08614,0.96997,nan,0.99448,33.035090840511685,29.118973334248505,21.304341994138507,0.8818710561409332,0.08577881686330606
pre_x264,dwt,,,5,mobile,,34.470971,0.976479,nan,0.994421,29.135378619982735,31.977367571737737,19.995472864371845,0.8303578055303783,0.2627910352980077
pre_x264,gaussian,,,5,mobile,,22.174861,0.76464,nan,0.902621,15.030357914281982,19.264950827724864,6.521331305161246,0.36943015882808383,5.008179361572675
pre_x264,prop,,,5,mobile,,36.558758,0.974255,nan,0.994658,33.4495818018417,31.173366053152538,21.29626506272582,0.8869530873004663,0.038705045954811126
post_x264,base,100,101.305,5,mobile,,21.562893,0.663463,nan,0.855364,14.805869571523356,18.417032367753755,10.298872113297985,0.5266638582080589,2.04534565252307
post_x264,base,200,207.879,5,mobile,,25.496319,0.832437,nan,0.959231,19.300041756233455,22.724802720495084,16.1813623656974,0.7891325811776567,0.7917721825225492
post_x264,base,300,308.885,5,mobile,,27.29713,0.878299,nan,0.975894,21.65190905334344,24.94783499045353,17.880158417298677,0.8805281547298339,0.4632296899534897
post_x264,base,400,407.196,5,mobile,,28.402427,0.899629,nan,0.982241,23.10758091262843,26.308996511801663,18.584913738016937,0.9226708822188461,0.33549256774290753
post_x264,base,500,505.086,5,mobile,,29.203668,0.912726,nan,0.985584,24.09983253184982,27.243424943506948,18.996615901190754,0.9469921511260574,0.2591108001760631
post_x264,nr,100,101.235,5,mobile,,21.546455,0.662518,nan,0.854474,14.811476597422631,18.42294842445655,10.317106049769567,0.5299509496087049,2.030754815135264
post_x264,nr,200,207.578,5,mobile,,25.489715,0.831842,nan,0.95904,19.306291948261443,22.71993271714175,16.153448095294028,0.7878062281681756,0.7875545215707711
post_x264,nr,300,308.413,5,mobile,,27.293979,0.878341,nan,0.975936,21.626887501508854,24.93054918944554,17.875965211710124,0.878469726851429,0.4686857313459645
post_x264,nr,400,407.195,5,mobile,,28.410254,0.899988,nan,0.982367,23.096543128576904,26.30689317098236,18.591828565625804,0.9215627149656985,0.33712682959325535
post_x264,nr,500,505.128,5,mobile,,29.202738,0.912645,nan,0.985597,24.1121518910147,27.2404908317169,18.971395537601936,0.9462984338400783,0.26030916907507706
post_x264,hqdn3d,100,101.25,5,mobile,,21.572107,0.663937,nan,0.856247,14.810150541808657,18.451687636781887,10.228959058679262,0.5248859307517603,2.0788957817877503
post_x264,hqdn3d,200,207.625,5,mobile,,25.486193,0.831777,nan,0.959104,19.23814715899731,22.67226075851276,16.067677849578285,0.787414792052024,0.7970760644568257
post_x264,hqdn3d,300,308.453,5,mobile,,27.281401,0.877146,nan,0.975749,21.65690770437533,24.93277002293569,17.77296151751457,0.8749195229836455,0.47913599603175017
post_x264,hqdn3d,400,407.421,5,mobile,,28.397868,0.899362,nan,0.982355,23.11059163283617,26.329767125002135,18.535730367420047,0.9185403917669348,0.33909551111520586
post_x264,hqdn3d,500,504.935,5,mobile,,29.202252,0.912125,nan,0.985626,24.1237165762235,27.2646873216334,18.910452126469572,0.9449760554305132,0.2632934682809659
post_x264,dwt,100,101.508,5,mobile,,21.577803,0.663216,nan,0.856464,14.795397597562273,18.44241341948749,9.936505681818184,0.49907559050609634,2.259208487664421
post_x264,dwt,200,207.328,5,mobile,,25.392764,0.826974,nan,0.957237,19.016009834680588,22.526009015026514,14.581324058693244,0.703505409080583,1.1117326663498726
post_x264,dwt,300,307.683,5,mobile,,27.08211,0.872344,nan,0.973987,21.235305446770283,24.667541181874743,16.152392720463215,0.7763944920257138,0.7803315975349312
post_x264,dwt,400,406.223,5,mobile,,28.120565,0.894083,nan,0.980399,22.59295783211587,25.951646042726487,16.794057562404216,0.8093768992346768,0.6418692146537601
post_x264,dwt,500,503.808,5,mobile,,28.843035,0.907136,nan,0.983846,23.447789140326982,26.773968924756737,17.192406818391557,0.8286150309774363,0.5647478810720236
post_x264,gaussian,100,102.453,5,mobile,,20.368061,0.589254,nan,0.792772,13.552446935796146,17.47616406371235,5.360615570502925,0.29601716532602673,5.105627633131142
post_x264,gaussian,200,207.41,5,mobile,,21.550059,0.686619,nan,0.87109,14.521958243152703,18.632762847173055,6.191789216920031,0.32436993235108785,4.909874985075462
post_x264,gaussian,300,309.938,5,mobile,,21.837938,0.714586,nan,0.885673,14.795457637101546,18.951768951338433,6.3736255900645435,0.33318445629623994,4.862081425889789
post_x264,gaussian,400,411.275,5,mobile,,21.967232,0.728786,nan,0.892153,14.921785646398849,19.101630059717234,6.457412549498304,0.3397731861997003,4.845487336030467
post_x264,gaussian,500,511.04,5,mobile,,22.036299,0.73693,nan,0.895408,14.978462234349532,19.172898587014334,6.496255194525543,0.3441927205048352,4.843214660378441
post_x264,prop,100,101.42,5,mobile,,21.613188,0.665884,nan,0.857345,14.834231570918117,18.41335420597371,10.228681020476078,0.5247641482988918,2.056960566071883
post_x264,prop,200,207.617,5,mobile,,25.514373,0.833658,nan,0.959592,19.21033735976552,22.692347140437143,15.906369657608757,0.7783178337688392,0.8331385418757332
post_x264,prop,300,308.531,5,mobile,,27.307229,0.878861,nan,0.976102,21.6311503552197,24.968279128917644,17.77362919931597,0.8743932280772653,0.48571464128786757
post_x264,prop,400,407.231,5,mobile,,28.425624,0.900807,nan,0.982551,23.089375642267814,26.338462393733586,18.418779116958625,0.9103964140576175,0.3677573306338743
post_x264,prop,500,504.96,5,mobile,,29.221623,0.913661,nan,0.985868,24.113874621739782,27.296244095273902,18.8739920278365,0.9384231631132012,0.2840197061662648
